Time,Demand
0,160.46519062133177
1,159.87239926818347
2,142.88489359034287
3,197.66515520108706
4,188.2687511329649
5,173.85099529284884
6,185.8051046585823
7,205.67109793819114
8,234.9238249449396
9,222.31745478864343
10,216.34524796499724
11,223.17953622812524
12,241.9500544134534
13,227.52899168926675
14,163.45567252860496
15,148.7237528310829
16,200.7188136591536
17,175.4022810027828
18,260.2913763310418
19,337.7984599835871
20,300.1948495051276
21,202.52960873012861
22,193.06876335898127
23,254.82853250630558
24,236.09981998292403
25,281.7621521349368
26,266.60747661913445
27,232.88364609001448
28,287.0329189471837
29,197.28959855899524
30,313.7036218772835
31,244.29450364957083
32,253.87835127693793
33,269.50640073663214
34,275.6083249824493
35,218.15126063927056
36,221.30248609731814
37,289.63802331953326
38,221.66161926904385
39,311.8921754725381
40,282.296374551064
41,274.0981979591329
42,316.5393120990768
43,277.6267416210663
44,246.20513459968342
45,329.05988198403594
46,282.12788499053204
47,329.726348280983
48,257.167207256895
49,245.0135230554317
50,290.0957235298406
51,284.77239396775656
52,319.0211342446776
53,215.9222198901312
54,272.014108536725
55,276.98125931094046
56,351.7344421741679
57,318.33189224394005
58,313.230111927731
59,334.61062670871837
60,293.8480252491061
61,272.6044891356264
62,373.4858480365847
63,224.78536355372734
64,353.17261233242743
65,268.68091313772817
66,262.6082610512412
67,303.4062765673546
68,347.66495819346954
69,303.12933128292104
70,280.7222734060243
71,267.5274233945802
72,226.1059848894103
73,237.51451457389234
74,323.87372970130116
75,308.36785784140835
76,334.8338646278243
77,309.4040095858317
78,340.67306619934334
79,332.2727653458554
80,297.3029953999432
81,263.559426016001
82,334.7358027534715
83,379.63418389743595
84,273.1711815621668
85,317.8877482549681
86,300.0838541160143
87,316.18993071959545
88,349.09908008028344
89,290.2126130746835
90,283.29406245145344
91,255.27634896305744
92,280.08431847702764
93,287.64793899424126
94,292.94292029786806
95,311.4064837079411
96,349.29016322642246
97,347.1106294417455
98,336.89172058879603
99,365.88894343185495
100,353.07397594656106
101,355.080774205959
102,334.28606426984834
103,283.1671436991886
104,268.91006646494566
105,293.42443119452935
106,270.9398088768525
107,192.134966449407
108,314.19107813979724
109,313.1175580580824
110,330.6244246732226
111,344.5218558017059
112,292.84710673586676
113,305.95872050049763
114,296.82618822887395
115,297.1647263932963
116,244.6404832176996
117,365.1537994744723
118,246.92319158452096
119,339.3716639720817
120,302.3561646169488
121,299.88908736001014
122,295.8483812396288
123,287.47710192758717
124,351.74268718902255
125,322.06735028554016
126,314.64378200693994
127,299.82396368829325
128,277.6948690615229
129,280.94423361807304
130,298.5050381357409
131,348.5691111063719
132,297.98014046042505
133,301.82906582413904
134,233.79604698215178
135,310.0611802530446
136,263.93300487060964
137,171.1304320203968
138,222.33753182161533
139,269.3367478397425
140,266.8828322528591
141,242.81434355771347
142,301.32351583262295
143,209.62096930082268
144,232.7432819499732
145,242.04982079018464
146,214.95540052725906
147,229.98657619352096
148,275.635260905846
149,237.10030345875538
150,197.94822659334594
151,277.29989881309507
152,283.60602058799986
153,225.77733768551664
154,251.42395146220463
155,169.68645541893653
156,183.723529291802
157,265.9737743400181
158,191.8332525512422
159,159.57713745274071
160,247.903563970596
161,261.4471702493866
162,241.08280468250868
163,258.05052393439274
164,234.29383351710965
165,228.02173255416466
166,246.57057816158175
167,251.14693973568862
168,188.29835908767504
169,292.40673603658945
170,174.64122145867242
171,249.1969830301839
172,187.21140249565775
173,193.72296301452772
174,249.358630747579
175,246.1335637593881
176,147.3199625604093
177,210.07496730229158
178,246.6395304939805
179,181.83617908863226
180,198.5757063230131
181,241.12205349607868
182,190.63870933823085
183,182.57306294691847
184,223.01928809561431
185,214.63023459130395
186,205.80957979875797
187,163.93927918757308
188,80.78878941023682
189,196.96155987640572
190,163.8188352948394
191,160.52258389280775
192,184.87223155698928
193,156.37511133410345
194,174.83029350314948
195,139.12466822189955
196,185.70595970728675
197,117.9236050536763
198,192.96896288338314
199,205.6729608849144
200,92.1726522676431
201,139.85654256747353
202,156.20657652110276
203,187.8204820676425
204,227.92651058498927
205,147.80519897269357
206,126.83288212121008
207,133.5098255859984
208,186.32237191638833
209,140.05000193316323
210,162.98562587167208
211,125.18901843549432
212,142.20956609546784
213,154.9538830050654
214,109.7721896024988
215,121.64215968342381
216,189.59975090904337
217,73.58158133536703
218,88.76837479134534
219,85.14553646945083
220,103.97714146309806
221,89.62849766721467
222,86.45583405895626
223,118.73912439985521
224,69.40291689956348
225,68.72666623841936
226,54.466152258576216
227,151.71266153110713
228,83.75215980174923
229,174.0385877916289
230,67.95108774590202
231,161.13539755482225
232,134.17400879826678
233,165.5566685566712
234,127.38553951852583
235,142.54488511936168
236,144.62691686593968
237,75.97086498918557
238,160.00218769182516
239,67.63183270271566
240,117.17498187618635
241,83.56802577858225
242,126.30569005671812
243,101.29865243792679
244,119.56867171770578
245,85.17948957880044
246,123.47350914069492
247,-0.17038988404898703
248,132.05057578568176
249,71.9345629847739
250,45.28896241795137
251,95.84758624014441
252,149.02650707026015
253,2.3511586042360193
254,71.77105112361278
255,138.15329062132383
256,115.59533476507363
257,67.99841166538202
258,149.34252705647407
259,28.664256236289262
260,70.68886977110762
261,53.52939488029167
262,82.03321240378554
263,202.03989265615633
264,108.3275460104366
265,79.11681396464665
266,153.92683969952992
267,203.90175587481596
268,169.29091883392567
269,82.77720295604968
270,94.02929629569759
271,206.49956807236106
272,165.84522820804693
273,128.59152327026985
274,56.62490417122511
275,128.60962309497404
276,146.959262949309
277,86.32545185654278
278,107.69977865617122
279,79.6261631155337
280,150.4018744904624
281,70.7575006345751
282,93.3852446510312
283,52.687083241006235
284,167.69198790101836
285,131.2747015492612
286,65.04400638175136
287,105.5113645898052
288,73.32413369388993
289,127.28591766241766
290,193.78623543736683
291,90.51246959438762
292,95.85363629311585
293,81.43793631545324
294,115.04573951062282
295,67.9234019426246
296,141.8155626067077
297,119.66813633409035
298,57.60738427370934
299,92.01233318951043
300,100.9906326981336
301,135.62677865657392
302,110.90942173149365
303,117.80950424482192
304,195.46718090054446
305,158.09271373198953
306,111.04933440452882
307,191.75597162540745
308,151.31923526753377
309,110.85014205714647
310,139.90934198768548
311,147.8546353705762
312,100.03866015085205
313,117.35462576437843
314,149.1860623821965
315,223.81189781430038
316,156.1303876981774
317,130.75168963272733
318,131.9221318721301
319,107.69820509303598
320,72.43546696745156
321,102.59919997848061
322,131.83718039592685
323,240.56594166173747
324,154.00162409587256
325,99.21383970299836
326,174.46919672483216
327,134.98809101500407
328,114.78113198763211
329,145.71347265890003
330,182.24155947077037
331,173.50761778117186
332,176.2911597749433
333,105.95191687369517
334,126.01674080694748
335,216.2851018589532
336,242.06714214728726
337,152.27891303945313
338,200.09667617458769
339,173.77375090800163
340,195.76117665590834
341,176.6257867803313
342,168.55438301184338
343,151.34468280645834
344,195.09695390730195
345,198.01233069885131
346,109.62605002934889
347,133.40792856655776
348,237.45885169690735
349,189.14331308482278
350,152.57532382430202
351,157.28481707873328
352,205.80580654933604
353,175.3521415799583
354,168.99760177283002
355,175.06399122784637
356,170.5997852000504
357,197.5534504187594
358,191.20299581966827
359,228.40048773073858
