Time,Demand
0,223.67938693605632
1,237.88973705585855
2,220.72801962769657
3,209.64080267587215
4,206.29478050033157
5,223.05769514501569
6,178.35515041925802
7,196.75063293502893
8,206.7530663160365
9,219.73844379297827
10,209.47201563828202
11,218.06474625136877
12,250.42309052717954
13,220.40054603977484
14,248.06004053741674
15,224.14757677779295
16,243.93202670383934
17,223.34352215874574
18,243.60830513890755
19,260.1797769265994
20,252.49863947834461
21,244.56036491936342
22,259.3056040498911
23,221.7855050633055
24,249.1549804573009
25,236.33141245039695
26,255.91569082782908
27,256.37804841554015
28,241.48829352555717
29,235.15478556726646
30,252.10908057350426
31,213.2420493417679
32,289.17043964828184
33,241.77447009589224
34,218.09004712571306
35,271.67471577484184
36,261.8466307255436
37,255.33651359045902
38,285.92502365473956
39,252.1939051817509
40,261.2489735380882
41,241.21946613835325
42,263.88074562109006
43,289.3228856568702
44,276.7032820646425
45,240.62633030760819
46,260.876103179505
47,254.28376695388027
48,255.9561611342482
49,235.38717678656928
50,258.5444323176986
51,261.30497801846775
52,269.44021264816666
53,308.89825216780946
54,315.35280288278176
55,290.39590735661653
56,265.5906365861965
57,317.1302844706591
58,268.8683957330583
59,278.43379324035436
60,343.0270350793161
61,272.4433286735283
62,328.02396191331275
63,306.40582290776075
64,253.4470642386622
65,307.23445202364667
66,286.03708698873777
67,263.18897338527574
68,287.75185306030494
69,332.7345558744014
70,308.75392113928325
71,299.537121952906
72,324.7748796852337
73,299.3504248156551
74,269.292297518042
75,310.83066591417554
76,308.492941564448
77,287.0630879942893
78,258.84910288055295
79,295.96453753349743
80,273.44017144314466
81,313.24143970309024
82,264.7300183397781
83,305.00807827434926
84,295.4666844255358
85,298.3281313480114
86,290.0630044405495
87,290.26324871931104
88,302.3700296544864
89,316.83028360931814
90,285.7156131033453
91,304.2956863180268
92,274.37381564696966
93,288.29073297173704
94,294.1475286359688
95,296.5746202096432
96,271.2403791124827
97,288.4040960013622
98,295.95139802119985
99,265.2940163977847
100,256.927491981319
101,293.34166714093124
102,298.46566942537834
103,282.8432629456817
104,276.64050375885677
105,322.77878821343216
106,267.9389754521838
107,306.1605248535239
108,294.07764814582885
109,309.73827910896165
110,287.1347293873866
111,283.9089023689241
