Time,Demand
0,389.10036291618263
1,158.71646584117582
2,14.894901567497868
3,208.25290939457133
4,335.5501944517907
5,157.33597525749997
6,370.4140162743796
7,345.0132250461445
8,254.81010144549558
9,114.4700819250887
10,35.40414080052341
11,351.3872993784669
12,154.2342480676093
13,349.2155835958531
14,86.35717507860349
15,194.6416123374067
16,29.715733800140754
17,47.29640209674423
18,172.46832729544468
19,224.0933643490861
20,151.18547942338202
21,318.1956486390715
22,117.9316725855362
23,76.07890604876872
24,178.36847402262353
25,167.1150508535011
26,271.75830295901187
27,174.5586507841545
28,243.6877338934467
29,455.2856060992428
30,199.66792610906816
31,366.22313276689454
32,493.0430634162681
33,485.2193154414028
34,478.295797438876
35,280.08932873800103
36,362.99938930039696
37,408.2215844293158
38,448.63643454755214
39,316.30485320643743
40,103.80459255392248
41,239.6296244344009
42,421.92763587055947
43,290.1211947722021
44,264.149711201649
45,412.22500171056464
46,392.0770409756978
47,360.5512129924152
48,452.64774125730946
49,149.00506230022037
50,371.29314481757103
51,405.79962261931684
52,118.97456176038261
53,388.57219515995837
54,304.9621586125294
55,89.98031883456318
56,408.2435069905091
57,228.41779226173853
58,263.2166174829454
59,374.3161888508066
60,392.83208501250823
61,357.333653944316
62,179.61899828151272
63,340.9913492655179
64,336.61328480259544
65,435.23799922111374
66,300.5750310710446
67,468.7494239269818
68,381.7838799728518
69,416.72189040614745
70,263.7955871700442
71,135.82402279744485
72,116.16926648967396
73,211.78079278581345
74,485.57532168260076
75,118.3843718147759
76,207.13613807035725
77,128.237009583251
78,502.3095249500733
79,496.4195071810233
80,500.53984130242986
81,483.95823273970524
82,518.5754463817652
83,370.33998192266233
84,125.60260680542265
85,132.95634666950852
86,379.56046597611345
87,488.99712053494545
88,513.3829083587555
89,175.94869040758567
90,400.5187696212561
91,128.79018385130587
92,226.74908490016747
93,197.03214998364027
94,166.05930415295302
95,146.0482024390903
96,347.3748545549504
97,167.30771424515083
98,270.1029041084182
99,172.8215555350564
100,431.55953479944617
101,403.08822226713687
102,195.26816953188325
103,328.9302858394967
104,369.73075009696146
105,528.6490050415298
106,187.54666044901933
107,190.63482376258747
108,453.66778164793584
109,393.11536755279775
110,297.96680221682243
111,369.17651857716885
112,322.9595446007321
113,295.1144692481462
114,215.98674041493848
115,148.2084623413807
116,439.22091904867085
117,415.79391856329937
118,163.33352062129575
119,146.12177194036153
120,343.2710671917996
121,254.47017307810472
122,306.33467029588695
123,200.86192780732836
124,247.14309671469385
125,317.30146660804
126,392.53407532473807
127,446.57888685974666
128,297.0174620417084
129,317.8233258214291
130,164.50711564239438
131,214.61113348405985
132,100.17684730515981
133,486.63631981527556
134,208.95988837327482
135,444.95686386595213
136,310.0625097381515
137,272.7546104637696
138,316.7100254976209
139,447.1113256570743
140,159.24219307559267
141,337.1593507215021
142,82.19652146900279
143,94.77272360672413
144,493.8054420692131
145,489.1192543105185
146,153.4120813807745
147,111.25448078750338
148,57.61250254973885
149,344.05646565564564
150,229.12298736614184
151,240.96538593450302
152,446.8795826128909
153,428.4350808606919
154,89.53023960431165
155,166.69773745290289
156,428.9650512071501
157,418.4264117789754
158,476.49258943252056
159,405.83076605142986
160,297.21544061737393
161,57.15169177650279
162,103.3632426637001
163,89.08943025469006
164,383.2785990261604
165,60.84488331020134
166,340.59745691011653
167,406.2751585206063
168,291.19744649085266
169,211.77760774212732
170,46.22026450775317
171,225.69231807333793
172,207.35910639316526
173,352.56254818106333
174,366.45814946343745
175,316.1818715849715
176,413.13846375715747
177,71.64166922874526
178,381.4393291694022
179,78.54669766367056
180,306.7482515275052
181,129.98174592402074
182,353.68896450931413
183,384.04541655154253
184,306.55804359429226
185,222.3690217124739
186,342.08918397283776
187,203.09710907759109
188,418.2841826310016
