Time,Demand
0,136.94507586806492
1,125.27484043230812
2,43.0742199465202
3,126.05927981499822
4,102.42596614763046
5,138.49240583249178
6,144.1418496621371
7,83.63204751849051
8,268.99754958815544
9,223.69172381352934
10,71.11585560019239
11,243.43309016455083
12,237.71407563412595
13,249.79298524661053
14,321.07756773019685
15,313.2249783393801
16,217.45321089129834
17,240.0448798045556
18,236.48968301432365
19,124.13044589662717
20,373.6067121350778
21,232.94465381074147
22,249.66449055454876
23,247.89805954630177
24,240.69564029269617
25,172.89253009683495
26,197.39799398328563
27,4.268263498965325
28,188.88460321410065
29,210.96132559196826
30,254.864750852281
31,189.38782332972247
32,298.8650600264257
33,228.32776733472423
34,273.4151999836248
35,136.7743013439735
36,222.872504511267
37,286.49022712626555
38,277.13355983041043
39,293.47369790144177
40,293.4716001497099
41,222.2679030899916
42,332.2018507631359
43,217.24281736770513
44,188.75487317852338
45,337.9936026699513
46,154.3080771557481
47,204.93989327175575
48,263.38265165958114
49,116.27519964273117
50,152.9115075699291
51,334.8486025101661
52,372.0106556768865
53,235.8806977309647
54,389.9999630692546
55,234.57350005618702
56,375.4056644070035
57,392.5008838282758
58,330.3023291060623
59,289.8828462431373
60,309.47767330552404
61,289.8822689583677
62,292.39293044504683
63,265.7512759747821
64,189.12585596107215
65,314.58297598397576
66,268.8071146879141
67,241.69005978472111
68,257.8062520528043
69,338.40546690077986
70,275.3711924640521
71,308.57857734154095
72,290.2342553846133
73,234.84830719324438
74,193.05255676185848
75,253.1599433312682
76,307.1762704025749
77,322.5856998516077
78,244.25618892760247
79,240.72758889185639
80,210.7945504895175
81,299.976609693083
82,245.05353219400808
83,285.3413411340342
84,279.248343485055
85,243.83759109290028
86,326.2547429330746
87,257.3037932999728
88,167.4772762554465
89,356.47008466554473
90,357.09599201842144
91,191.4385468364614
92,260.644452418347
93,238.91593498578266
94,305.93263060934925
95,321.65603524322944
96,342.9751489355296
97,334.33951444446274
98,132.19087962888105
99,323.7955155430788
100,308.29587415987334
101,280.4154035737351
102,253.99070799098752
103,305.76760891027436
104,267.37827688242993
105,173.34736206447366
106,342.77823926313783
107,289.8497932431107
108,295.2117278157641
109,295.5439230842546
110,333.60035938662594
111,329.00558461935816
112,199.2909369404918
113,259.3712839499275
114,209.57343546837666
115,237.03352821093867
116,312.648604649699
117,164.58698789958044
118,277.7238132812702
119,365.5072812023301
120,253.12362436727682
121,281.5628091837702
122,469.9409627522947
123,272.80380312426587
124,321.0970128704076
125,295.9250793920551
126,192.37692168297713
127,247.16769227954165
128,247.60194687749998
129,243.90313057744564
130,317.5113047593737
131,279.6666537562173
132,160.24907033743395
133,313.40746678606655
134,233.83132618087137
135,276.5607126798311
136,269.9202508794085
137,208.6512826550568
138,239.55846222383246
139,323.01640042460065
140,253.45478461148545
141,223.3970361744745
142,289.5584467283722
143,258.49586841034494
144,336.1874734205679
145,267.59762679345175
146,164.77400941519556
147,231.05631883817708
148,346.62037018220406
149,207.0116303027619
150,270.85719432802966
151,234.8161973287749
152,303.73959664341214
153,194.39520551986914
154,356.77098609036017
155,258.30148524801155
156,259.10338372417334
157,259.87867869505345
158,161.79578927897396
159,227.69353527426455
160,339.13200902003393
161,279.23648729964907
162,380.9987593261038
163,296.7402428347309
164,261.4219979915964
165,246.3657942427063
166,330.89322581979343
167,167.86910434134074
168,45.568263551273134
169,262.7165457702375
170,294.98538643790636
171,102.66952224733733
172,208.77540028288078
173,124.91207685918144
174,194.37640146909263
175,210.1309842103005
176,321.22142455671104
177,206.42883266241228
178,268.8471720526401
179,191.9831473540971
180,295.1295911001937
181,184.63079964453715
182,262.2449999860431
183,189.6696631807728
184,242.0767428311736
185,281.3530652733516
186,51.268602257124996
187,282.8160331874443
188,272.0904520196051
189,223.33961344575098
190,112.7329758459446
191,189.46967287666666
192,77.39434563196137
193,321.3932360509005
194,276.00165392808526
195,206.19237842747896
196,215.47719152141906
197,137.51909162866548
198,163.82114156479955
199,150.77776437694075
200,124.51800323512633
201,162.9143364813908
202,51.46816162042873
203,95.3771892165372
204,116.73779702385677
205,231.51002049438648
206,122.46562482868866
207,117.16494517556083
208,90.20796837864589
209,228.5077196256527
210,195.8763485688391
211,246.48421390885457
212,211.3498187549842
213,120.76175847810373
214,155.85876870188866
215,170.06061279546952
216,106.22345049944815
217,89.51270272224346
218,180.63853100225887
219,223.47912791608707
220,47.788717268506204
221,187.9732959607139
222,51.82821689411868
223,97.9206565828535
224,123.82106571521092
225,110.31216507920286
226,236.4628390815306
227,140.63900373814934
228,115.34015288461876
229,154.44840298028865
230,133.35911329243794
231,173.20722134500423
232,264.96610361085214
233,119.78831402756579
234,56.31389731535739
235,75.29867482931431
236,109.00182433228652
237,256.0413171801553
238,111.99789763020958
239,67.2751478633198
240,97.40353470977614
241,12.728641843574138
242,57.973126519595574
243,116.97602752714745
244,74.09369876498428
245,154.38918777978864
246,100.11822389843346
247,140.60879320252008
248,35.51047165913447
249,84.46646889886874
250,43.24094237262686
251,50.58975325508935
252,116.6709070572175
253,35.459034207935105
254,131.6321721887752
255,37.264050704948204
256,183.37148975230315
257,30.581803143683672
258,95.13002540092714
259,127.22337520849698
260,147.64020169816504
261,78.30831817115833
262,117.96829819697763
263,39.42408360949068
264,119.53672510090308
265,182.76350422149352
266,176.70497354599513
267,106.34954983119641
268,161.57392809097803
269,153.26299569280852
270,28.109783609393176
271,240.33510961942966
272,210.02018910921697
273,74.24753306652946
274,195.83941048137706
275,109.60216923635892
276,-63.209150034593776
277,138.5749693041519
278,222.8435830801783
279,166.80034638989997
280,75.81102051037077
281,142.64281179330408
282,-24.834850173318998
283,48.63604325541016
284,70.96229339425066
285,148.00846757051187
286,92.53154303768316
287,40.10053632514841
288,236.5045321112395
289,169.22875775346986
290,88.61181773217692
291,194.0364770810608
292,117.50041696134909
293,-27.883245025335015
294,137.633771664249
295,138.93917866344412
296,-38.253696590098855
297,56.01113695196715
298,128.00312734768164
299,157.12006488228883
300,170.41053287332042
301,130.9683140120626
302,65.46600345378432
303,180.9907323697819
304,138.28880342553867
305,211.2178193334922
306,195.99703892918126
307,251.60374732487338
308,139.88086247194767
309,111.90270002739416
310,206.15419277326401
311,158.36192237465434
312,85.4618157852598
313,206.10795222765972
314,154.18115709782072
315,165.64787782527583
316,160.39411224044954
317,98.28337635529974
318,186.68083859109709
319,212.39295423224348
320,165.02515716143188
321,144.70644118050686
322,139.2159560876283
323,169.38988664949693
324,99.32105308741583
325,2.6951426696819283
326,225.72979842775933
327,136.83452890145998
328,116.82662213299878
329,98.38259118741902
330,200.06854835422956
331,122.14230919549905
332,234.10484284488257
333,220.78568292943706
334,197.97840209886087
335,149.04949646363542
336,223.13023881292673
337,140.09229066003945
338,90.85788744692464
339,200.63500629688514
340,167.55879704743975
341,135.79932848477844
342,194.94620686217465
343,85.03805018073474
344,189.25158471294722
345,220.9661953589684
346,86.58722444394392
347,123.23222452569527
348,89.70158381004137
349,187.72150462229567
350,283.9003927025616
351,163.32973954196393
352,167.6091279806684
353,114.07649269616601
354,119.37326459619327
355,211.469073118465
356,208.27269648614086
357,199.45421082084275
358,189.5611820841778
359,194.06869791461804
